,country,company,total_pack_size_ml_g,unit_pack_size_ml_g,price_per_100g_ml_dollars,ingredients
13993,France,Brand 1171,75.0,75.0,5.33,20
13994,France,Brand 1,75.0,75.0,7.33,31
13995,Sweden,Brand 0,75.0,75.0,7.16,21
13996,Kuwait,Brand 5,150.0,75.0,7.53,41
13997,Lebanon,Brand 0,75.0,75.0,11.95,28
13998,Oman,Brand 1275,50.0,50.0,2.34,25
13999,Panama,Brand 9,127.0,127.0,2.13,31
14000,Latvia,Brand 262,75.0,75.0,6.57,32
14001,Norway,Brand 1710,75.0,75.0,12.53,20
14002,Spain,Brand 617,35.0,35.0,24.06,26
14003,Spain,Brand 617,50.0,50.0,16.84,36
14004,Hungary,Brand 231,75.0,75.0,2.08,25
14005,Thailand,Brand 5,125.0,125.0,3.14,45
14006,Thailand,Brand 20,160.0,160.0,1.66,31
14007,Slovenia,Brand 24,75.0,75.0,3.2,34
14008,Belarus,Brand 1175,75.0,75.0,6.48,20
14009,Bulgaria,Brand 39,75.0,75.0,8.24,34
14010,India,Brand 0,500.0,500.0,0.51,20
14011,Vietnam,Brand 1,150.0,150.0,1.12,27
14012,Vietnam,Brand 131,100.0,100.0,1.72,34
14013,Poland,Brand 21,100.0,100.0,1.3,22
14014,Thailand,Brand 296,100.0,100.0,8.43,48
14015,India,Brand 910,300.0,300.0,0.67,48
14016,Morocco,Brand 5,75.0,75.0,4.21,24
14017,France,Brand 1334,75.0,75.0,3.09,23
14018,France,Brand 1,75.0,75.0,4.55,27
14019,France,Brand 1,75.0,75.0,7.47,20
14020,China,Brand 164,120.0,120.0,5.58,27
14021,India,Brand 1250,100.0,100.0,8.32,0
14022,Vietnam,Brand 741,75.0,75.0,1.96,22
14023,Egypt,Brand 5,75.0,75.0,2.24,26
14024,Taiwan - China,Brand 2,100.0,100.0,3.21,27
14025,South Korea,Brand 1845,100.0,100.0,14.78,50
14026,Australia,Brand 221,150.0,150.0,2.84,19
14027,Hungary,Brand 39,75.0,75.0,5.59,24
14028,Finland,Brand 31,75.0,75.0,9.35,33
14029,UK,Brand 390,75.0,75.0,3.47,22
14030,Tunisia,Brand 5,100.0,100.0,1.67,28
14031,Australia,Brand 0,120.0,120.0,2.84,22
14032,UAE,Brand 49,75.0,75.0,7.99,21
14033,UAE,Brand 815,100.0,100.0,10.73,35
14034,USA,Brand 105,133.25,133.25,5.85,42
14035,Canada,Brand 9,120.0,120.0,2.37,20
14036,Canada,Brand 9,90.0,90.0,2.49,28
14037,France,Brand 262,150.0,75.0,6.78,22
14038,France,Brand 21,150.0,75.0,5.66,18
14039,France,Brand 1,150.0,50.0,3.69,21
14040,Germany,Brand 1419,75.0,75.0,7.53,18
14041,Poland,Brand 1260,50.0,50.0,5.28,22
14042,Poland,Brand 1109,100.0,100.0,4.75,27
14043,Japan,Brand 244,380.0,380.0,1.69,17
14044,Panama,Brand 0,50.0,50.0,3.8,17
14045,China,Brand 1846,100.0,100.0,10.14,29
14046,Argentina,Brand 0,90.0,90.0,1.37,31
14047,Costa Rica,Brand 1260,50.0,50.0,9.16,18
14048,Chile,Brand 1573,150.0,50.0,1.99,28
14049,Chile,Brand 0,125.0,125.0,3.47,36
14050,Italy,Brand 156,75.0,75.0,1.19,23
14051,Spain,Brand 181,30.0,30.0,1.9,23
14052,Spain,Brand 1372,100.0,100.0,2.21,27
14053,UK,Brand 36,100.0,100.0,13.06,35
14054,China,Brand 1186,50.0,50.0,5.76,27
14055,Spain,Brand 181,100.0,100.0,1.07,25
14056,Italy,Brand 0,150.0,75.0,2.48,33
14057,Switzerland,Brand 156,100.0,100.0,1.29,22
14058,China,Brand 1847,40.0,40.0,21.63,32
14059,Netherlands,Brand 0,75.0,75.0,6.01,35
14060,Sweden,Brand 1145,50.0,50.0,3.02,21
14061,Singapore,Brand 0,120.0,120.0,3.02,26
14062,Singapore,Brand 5,110.0,110.0,4.77,23
14063,South Africa,Brand 0,50.0,50.0,3.26,17
14064,Hong Kong - China,Brand 5,90.0,90.0,6.37,32
14065,Italy,Brand 933,75.0,75.0,3.0,24
14066,Myanmar,Brand 21,75.0,75.0,3.12,20
14067,Mexico,Brand 271,75.0,75.0,1.49,16
14068,Italy,Brand 5,75.0,75.0,7.53,30
14069,Puerto Rico,Brand 0,130.41,130.41,2.75,29
14070,Puerto Rico,Brand 0,119.07,119.07,3.35,26
14071,Puerto Rico,Brand 47,133.25,133.25,5.25,49
14072,South Korea,Brand 1848,100.0,100.0,7.85,45
14073,Indonesia,Brand 129,160.0,160.0,0.64,22
14074,Chile,Brand 5,75.0,75.0,4.12,35
14075,India,Brand 21,40.0,40.0,2.35,20
14076,Czech Republic,Brand 0,150.0,75.0,2.83,33
14077,Hungary,Brand 262,150.0,75.0,5.86,20
14078,France,Brand 1,225.0,75.0,4.05,23
14079,France,Brand 262,150.0,75.0,4.87,23
14080,UK,Brand 0,20.0,20.0,9.8,31
14081,Ivory Coast,Brand 1604,140.0,140.0,0.92,18
14082,Belgium,Brand 255,75.0,75.0,5.99,31
14083,Kenya,Brand 21,75.0,75.0,5.13,26
14084,Qatar,Brand 21,75.0,75.0,10.61,23
14085,Brazil,Brand 0,90.0,90.0,0.77,19
14086,France,Brand 1,225.0,75.0,2.76,20
14087,Morocco,Brand 1275,32.0,32.0,4.56,29
14088,Austria,Brand 5,50.0,50.0,2.82,29
14089,France,Brand 21,75.0,75.0,7.48,17
14090,Sweden,Brand 1849,75.0,75.0,11.47,28
14091,France,Brand 1789,75.0,75.0,5.11,26
14092,Estonia,Brand 21,75.0,75.0,11.77,20
14093,Nigeria,Brand 510,100.0,100.0,7.67,27
14094,Sri Lanka,Brand 1419,50.0,50.0,3.9,21
14095,Sri Lanka,Brand 0,80.0,80.0,2.83,26
14096,China,Brand 5,120.0,120.0,2.48,27
14097,Australia,Brand 1459,95.0,95.0,9.04,23
14098,Australia,Brand 5,110.0,110.0,7.81,23
14099,France,Brand 471,75.0,75.0,4.05,25
14100,Italy,Brand 18,75.0,75.0,1.19,25
14101,Ethiopia,Brand 276,150.0,150.0,1.39,33
14102,UK,Brand 390,100.0,100.0,1.95,26
14103,UK,Brand 0,150.0,75.0,2.17,22
14104,UK,Brand 404,50.0,50.0,2.08,19
14105,Myanmar,Brand 1400,60.0,60.0,1.1,31
14106,Sri Lanka,Brand 1850,100.0,100.0,2.23,19
14107,New Zealand,Brand 0,190.0,190.0,1.93,22
14108,Ghana,Brand 0,100.0,100.0,3.04,43
14109,Philippines,Brand 1,145.0,145.0,1.4,25
14110,Belgium,Brand 667,75.0,75.0,8.23,28
14111,Saudi Arabia,Brand 1407,75.0,75.0,12.07,21
14112,UK,Brand 0,75.0,75.0,3.47,29
14113,China,Brand 222,30.0,30.0,9.7,11
14114,India,Brand 0,120.0,120.0,2.21,34
14115,Indonesia,Brand 1,160.0,160.0,0.63,24
14116,India,Brand 1083,70.0,70.0,2.37,24
14117,Hungary,Brand 36,100.0,100.0,8.08,28
14118,Austria,Brand 64,75.0,75.0,3.95,42
14119,Portugal,Brand 1579,75.0,75.0,6.61,20
14120,Lebanon,Brand 221,100.0,100.0,11.28,19
14121,Peru,Brand 0,50.0,50.0,2.68,35
14122,Taiwan - China,Brand 31,40.0,40.0,9.58,38
14123,Taiwan - China,Brand 2,80.0,80.0,4.01,24
14124,Egypt,Brand 1275,25.0,25.0,1.04,27
14125,Nigeria,Brand 243,125.0,125.0,3.34,36
14126,Chile,Brand 0,125.0,125.0,3.98,32
14127,Norway,Brand 58,75.0,75.0,15.65,37
14128,Germany,Brand 1561,75.0,75.0,4.39,30
14129,Germany,Brand 0,75.0,75.0,5.13,26
14130,UK,Brand 0,50.0,50.0,3.36,20
14131,Germany,Brand 1561,75.0,75.0,4.39,30
14132,Pakistan,Brand 0,200.0,200.0,0.62,6
14133,Argentina,Brand 1851,100.0,100.0,3.11,37
14134,South Korea,Brand 1852,100.0,50.0,6.9,35
14135,Costa Rica,Brand 1260,75.0,75.0,8.29,28
14136,Malaysia,Brand 0,300.0,150.0,1.37,35
14137,Malaysia,Brand 0,300.0,150.0,1.37,32
14138,Sri Lanka,Brand 96,100.0,100.0,1.4,35
14139,Sri Lanka,Brand 0,90.0,90.0,1.74,17
14140,India,Brand 215,150.0,150.0,0.84,32
14141,Denmark,Brand 31,75.0,75.0,5.75,36
14142,Denmark,Brand 1853,75.0,75.0,6.96,20
14143,Puerto Rico,Brand 0,99.23,99.23,4.83,31
14144,Sweden,Brand 24,75.0,75.0,2.6,31
14145,Sweden,Brand 156,125.0,125.0,0.54,36
14146,UK,Brand 1854,100.0,100.0,8.78,22
14147,Netherlands,Brand 5,75.0,75.0,5.79,29
14148,China,Brand 355,50.0,50.0,5.02,23
14149,China,Brand 1424,60.0,60.0,13.0,26
14150,Colombia,Brand 0,150.0,150.0,1.64,39
14151,Malaysia,Brand 1855,50.0,50.0,1.46,20
14152,France,Brand 987,100.0,100.0,5.56,33
14153,France,Brand 1,125.0,125.0,1.3,24
14154,South Africa,Brand 1516,75.0,75.0,6.95,24
14155,Singapore,Brand 195,120.0,120.0,3.61,30
14156,Switzerland,Brand 1,125.0,125.0,2.16,21
14157,Switzerland,Brand 0,75.0,75.0,2.48,29
14158,Ethiopia,Brand 0,70.0,70.0,1.2,19
14159,Austria,Brand 21,75.0,75.0,8.85,22
14160,Austria,Brand 64,75.0,75.0,4.39,35
14161,Tunisia,Brand 0,75.0,75.0,3.43,34
14162,UK,Brand 419,90.0,90.0,20.09,49
14163,Myanmar,Brand 20,160.0,160.0,0.78,29
14164,India,Brand 0,300.0,300.0,0.57,41
14165,Hong Kong - China,Brand 0,20.0,20.0,17.15,44
14166,Spain,Brand 5,75.0,75.0,6.17,33
14167,China,Brand 857,181.0,181.0,3.94,25
14168,Japan,Brand 31,17.0,17.0,37.18,32
14169,Japan,Brand 31,17.0,17.0,37.18,32
14170,Lebanon,Brand 0,75.0,75.0,13.27,21
14171,Mexico,Brand 1407,200.0,100.0,3.91,32
14172,Australia,Brand 167,110.0,110.0,1.95,17
14173,Spain,Brand 1856,75.0,75.0,5.93,25
14174,China,Brand 1857,70.0,70.0,11.67,6
14175,Morocco,Brand 1858,50.0,50.0,13.52,16
14176,Egypt,Brand 20,45.0,45.0,1.82,18
14177,USA,Brand 0,172.94,172.94,5.73,39
14178,South Africa,Brand 1850,100.0,100.0,1.74,16
14179,Chile,Brand 0,50.0,50.0,3.52,29
14180,Spain,Brand 1856,75.0,75.0,7.36,19
14181,Spain,Brand 1856,75.0,75.0,2.96,25
14182,Spain,Brand 969,100.0,100.0,3.07,52
14183,Germany,Brand 64,75.0,75.0,5.13,33
14184,Turkey,Brand 221,24.0,24.0,5.25,19
14185,Russia,Brand 1,150.0,150.0,0.7,47
14186,Slovakia,Brand 39,75.0,75.0,4.15,24
14187,Ireland,Brand 0,75.0,75.0,10.4,6
14188,UK,Brand 1527,100.0,100.0,10.32,24
14189,Sweden,Brand 1,125.0,125.0,1.92,24
14190,Kuwait,Brand 1419,75.0,75.0,8.75,32
14191,Cameroon,Brand 1,50.0,50.0,4.78,31
14192,China,Brand 31,140.0,140.0,3.48,34
14193,Japan,Brand 1859,50.0,50.0,23.34,47
14194,France,Brand 910,150.0,150.0,1.89,44
14195,South Korea,Brand 167,110.0,110.0,5.1,50
14196,India,Brand 0,120.0,120.0,1.1,36
14197,Australia,Brand 1808,96.39,96.39,14.59,23
14198,Vietnam,Brand 8,75.0,75.0,5.75,26
14199,Vietnam,Brand 1860,50.0,50.0,12.84,25
14200,Norway,Brand 409,75.0,75.0,6.12,23
14201,France,Brand 1,75.0,75.0,3.07,26
14202,Tunisia,Brand 24,50.0,50.0,3.62,32
14203,China,Brand 188,160.0,160.0,2.03,26
14204,France,Brand 1,150.0,75.0,4.32,31
14205,Argentina,Brand 0,90.0,90.0,2.1,44
14206,Netherlands,Brand 21,75.0,75.0,8.2,22
14207,Vietnam,Brand 0,180.0,180.0,1.12,28
14208,Vietnam,Brand 0,180.0,180.0,1.13,25
14209,Romania,Brand 0,75.0,75.0,3.59,35
14210,Mexico,Brand 419,90.0,90.0,22.24,49
14211,China,Brand 1,170.0,170.0,1.35,26
14212,Canada,Brand 5,90.0,90.0,6.18,34
14213,Canada,Brand 47,105.0,105.0,5.3,16
14214,Belgium,Brand 1171,75.0,75.0,10.45,25
14215,Belgium,Brand 0,75.0,75.0,4.47,31
14216,UK,Brand 1701,100.0,100.0,4.93,28
14217,Slovenia,Brand 0,75.0,75.0,3.43,22
14218,Lithuania,Brand 1109,100.0,100.0,6.17,14
14219,Singapore,Brand 5,95.0,95.0,5.03,27
14220,Netherlands,Brand 1837,133.0,133.0,5.69,36
14221,Germany,Brand 5,50.0,50.0,4.16,30
14222,Greece,Brand 156,75.0,75.0,1.33,28
14223,India,Brand 1254,45.0,45.0,4.42,15
14224,Taiwan - China,Brand 5,116.0,116.0,3.77,36
14225,Nigeria,Brand 9,156.0,156.0,2.13,39
14226,Sri Lanka,Brand 12,85.0,85.0,1.84,17
14227,Denmark,Brand 1861,75.0,75.0,4.41,31
14228,Poland,Brand 21,75.0,75.0,6.97,20
14229,UK,Brand 390,75.0,75.0,3.47,28
14230,UK,Brand 1439,60.0,60.0,15.13,20
14231,Qatar,Brand 5,150.0,75.0,6.65,43
14232,Bangladesh,Brand 20,75.0,75.0,1.49,26
14233,Czech Republic,Brand 24,50.0,50.0,2.88,25
14234,Italy,Brand 989,50.0,25.0,5.62,23
14235,Italy,Brand 196,75.0,75.0,2.69,49
14236,Portugal,Brand 18,50.0,50.0,4.48,26
14237,Malaysia,Brand 969,100.0,100.0,5.41,55
14238,Malaysia,Brand 969,100.0,100.0,4.54,35
14239,Netherlands,Brand 1,75.0,75.0,4.63,22
14240,Netherlands,Brand 0,75.0,75.0,5.97,31
14241,Austria,Brand 354,75.0,75.0,1.79,25
14242,Bulgaria,Brand 259,75.0,75.0,2.8,25
14243,Poland,Brand 1056,75.0,75.0,6.97,16
14244,Slovenia,Brand 1,75.0,75.0,2.83,24
14245,China,Brand 1862,180.0,180.0,2.43,31
14246,USA,Brand 1082,155.93,155.93,2.05,16
14247,USA,Brand 1863,119.07,119.07,6.71,43
14248,Indonesia,Brand 129,190.0,190.0,0.49,29
14249,Hong Kong - China,Brand 910,150.0,150.0,4.16,45
14250,Germany,Brand 132,75.0,75.0,2.17,28
14251,Poland,Brand 319,75.0,75.0,2.09,18
14252,Italy,Brand 341,75.0,75.0,1.32,42
14253,UK,Brand 404,100.0,100.0,1.3,26
14254,Kenya,Brand 24,75.0,75.0,1.8,31
14255,Ukraine,Brand 184,100.0,100.0,1.67,50
14256,UAE,Brand 0,100.0,100.0,1.67,33
14257,Germany,Brand 60,75.0,75.0,1.48,20
14258,Romania,Brand 1864,100.0,100.0,3.44,19
14259,UK,Brand 0,75.0,75.0,7.63,39
14260,Lebanon,Brand 1407,75.0,75.0,13.71,23
14261,Nigeria,Brand 1790,130.0,130.0,1.71,46
14262,Brazil,Brand 1256,50.0,50.0,26.82,24
14263,India,Brand 0,70.0,70.0,0.97,21
14264,India,Brand 21,450.0,150.0,1.08,19
14265,France,Brand 49,75.0,75.0,6.31,25
14266,France,Brand 1010,75.0,75.0,13.25,19
14267,Oman,Brand 1275,100.0,100.0,2.6,32
14268,France,Brand 21,75.0,75.0,2.16,19
14269,France,Brand 8,50.0,50.0,6.58,24
14270,France,Brand 1611,15.0,15.0,20.67,26
14271,Egypt,Brand 5,100.0,100.0,1.23,31
14272,Russia,Brand 57,63.0,63.0,1.06,25
14273,Morocco,Brand 0,50.0,50.0,4.66,17
14274,Romania,Brand 1419,75.0,75.0,5.89,22
14275,Romania,Brand 9,50.0,50.0,6.94,33
14276,France,Brand 528,15.0,15.0,16.07,22
14277,Panama,Brand 0,100.0,100.0,2.65,38
14278,Indonesia,Brand 1791,120.0,120.0,5.08,28
14279,UK,Brand 1609,50.0,50.0,5.06,22
14280,Indonesia,Brand 0,150.0,150.0,2.05,34
14281,Indonesia,Brand 1,160.0,160.0,0.83,24
14282,Russia,Brand 1809,100.0,100.0,2.45,48
14283,Italy,Brand 132,75.0,75.0,1.77,23
14284,Indonesia,Brand 1,160.0,160.0,0.69,24
14285,Tunisia,Brand 8,65.0,65.0,1.12,49
14286,Lebanon,Brand 471,75.0,75.0,3.32,25
14287,Saudi Arabia,Brand 0,100.0,100.0,7.45,26
14288,Vietnam,Brand 1,240.0,240.0,0.46,19
14289,South Korea,Brand 131,285.0,285.0,3.2,36
14290,Indonesia,Brand 0,150.0,150.0,1.85,32
14291,Chile,Brand 5,75.0,75.0,9.56,39
14292,UK,Brand 1203,75.0,75.0,2.55,20
14293,Netherlands,Brand 0,375.0,75.0,1.75,19
14294,Portugal,Brand 364,75.0,75.0,1.25,20
14295,Portugal,Brand 21,125.0,125.0,2.5,20
14296,Bangladesh,Brand 1506,100.0,100.0,0.47,11
14297,Kuwait,Brand 1419,200.0,100.0,4.28,28
14298,Qatar,Brand 1,100.0,100.0,1.38,25
14299,India,Brand 215,100.0,100.0,0.98,27
14300,Taiwan - China,Brand 1865,116.0,116.0,3.71,43
14301,India,Brand 0,300.0,300.0,0.6,23
14302,Indonesia,Brand 129,160.0,160.0,0.53,23
14303,Vietnam,Brand 131,75.0,75.0,2.0,25
14304,UAE,Brand 1710,75.0,75.0,6.24,20
14305,UK,Brand 5,150.0,75.0,2.97,31
14306,Poland,Brand 5,100.0,100.0,1.17,25
14307,Poland,Brand 5,100.0,100.0,2.87,29
14308,Austria,Brand 1866,75.0,75.0,8.2,60
14309,Serbia,Brand 1867,50.0,50.0,1.64,24
14310,Serbia,Brand 24,75.0,75.0,2.03,27
14311,Kuwait,Brand 21,75.0,75.0,10.52,31
14312,Japan,Brand 244,50.0,50.0,18.08,33
14313,Japan,Brand 1407,90.0,90.0,6.54,39
14314,Japan,Brand 1407,80.0,80.0,8.81,35
14315,China,Brand 1868,180.0,180.0,2.42,37
14316,India,Brand 0,160.0,80.0,0.98,22
14317,South Korea,Brand 131,300.0,100.0,3.04,35
14318,Mexico,Brand 812,100.0,100.0,0.99,19
14319,USA,Brand 47,119.07,119.07,2.51,15
14320,Italy,Brand 18,50.0,50.0,1.76,18
14321,Spain,Brand 1809,100.0,100.0,3.35,26
14322,Spain,Brand 1809,75.0,75.0,7.45,54
14323,Spain,Brand 969,100.0,100.0,3.08,51
14324,Germany,Brand 1654,90.0,90.0,19.61,50
14325,Netherlands,Brand 0,75.0,75.0,5.96,33
14326,Cambodia,Brand 0,180.0,180.0,2.41,25
14327,Serbia,Brand 7,75.0,75.0,5.32,11
14328,Nigeria,Brand 1869,113.0,113.0,5.4,20
14329,Philippines,Brand 0,264.0,22.0,0.52,23
14330,Greece,Brand 221,150.0,150.0,3.14,18
14331,Nigeria,Brand 1482,150.0,150.0,0.83,13
14332,Ecuador,Brand 1870,70.0,70.0,1.44,20
14333,Ukraine,Brand 0,66.0,66.0,1.92,23
14334,Nigeria,Brand 0,75.0,75.0,11.11,28
14335,Singapore,Brand 12,120.0,120.0,2.97,21
14336,Bangladesh,Brand 1,140.0,140.0,1.44,24
14337,China,Brand 1871,50.0,50.0,20.0,22
14338,Bangladesh,Brand 2,150.0,150.0,1.75,0
14339,Puerto Rico,Brand 47,133.25,133.25,5.25,29
14340,Taiwan - China,Brand 131,100.0,100.0,3.39,34
14341,Thailand,Brand 242,100.0,100.0,7.54,33
14342,Austria,Brand 385,50.0,50.0,8.86,19
14343,Austria,Brand 31,75.0,75.0,5.45,35
14344,Cambodia,Brand 0,100.0,100.0,3.63,28
14345,Tunisia,Brand 0,75.0,75.0,3.79,21
14346,Puerto Rico,Brand 1419,96.39,96.39,7.25,26
14347,Peru,Brand 5,37.0,37.0,2.59,45
14348,France,Brand 0,225.0,75.0,3.23,30
14349,France,Brand 5,150.0,75.0,3.12,26
14350,Brazil,Brand 0,70.0,70.0,1.2,30
14351,Germany,Brand 64,75.0,75.0,4.41,38
14352,India,Brand 21,70.0,70.0,2.47,23
14353,Denmark,Brand 1600,125.0,125.0,0.42,21
14354,Laos,Brand 247,160.0,160.0,1.66,10
14355,Ecuador,Brand 0,75.0,75.0,6.97,45
14356,Croatia,Brand 0,90.0,90.0,13.33,21
14357,Ecuador,Brand 5,50.0,50.0,2.6,45
14358,Ecuador,Brand 0,225.0,75.0,2.32,32
14359,France,Brand 8,75.0,75.0,4.57,25
14360,USA,Brand 796,119.07,119.07,3.36,27
14361,Germany,Brand 1109,100.0,100.0,5.03,28
14362,Hong Kong - China,Brand 0,450.0,150.0,1.61,46
14363,Hong Kong - China,Brand 0,450.0,150.0,1.61,43
14364,Hong Kong - China,Brand 1872,95.0,95.0,4.01,21
14365,Switzerland,Brand 69,75.0,75.0,4.85,32
14366,Switzerland,Brand 0,125.0,125.0,1.72,19
14367,France,Brand 1873,176.0,176.0,4.01,20
14368,Sweden,Brand 0,75.0,75.0,4.47,35
14369,Sweden,Brand 262,75.0,75.0,6.28,18
14370,Japan,Brand 1874,8.0,8.0,62.38,26
14371,Russia,Brand 919,50.0,50.0,4.54,18
14372,Pakistan,Brand 0,100.0,100.0,1.7,29
14373,Qatar,Brand 21,100.0,100.0,5.38,14
14374,Chile,Brand 1573,50.0,50.0,11.5,22
14375,Israel,Brand 5,75.0,75.0,7.36,30
14376,China,Brand 131,285.0,285.0,3.81,29
14377,South Korea,Brand 1435,120.0,120.0,2.34,25
14378,Chile,Brand 5,50.0,50.0,2.86,45
14379,Russia,Brand 5,100.0,100.0,2.0,32
14380,Austria,Brand 132,75.0,75.0,1.72,26
14381,UK,Brand 1378,50.0,50.0,12.58,15
14382,India,Brand 1875,80.0,80.0,1.35,16
14383,South Korea,Brand 2,720.0,120.0,1.04,32
14384,New Zealand,Brand 0,80.0,80.0,2.11,31
14385,UK,Brand 1527,100.0,100.0,10.08,24
14386,Lithuania,Brand 0,75.0,75.0,2.92,33
14387,Oman,Brand 0,100.0,100.0,3.43,41
14388,India,Brand 68,150.0,150.0,0.87,26
14389,Argentina,Brand 0,70.0,70.0,3.16,19
14390,Vietnam,Brand 10,45.0,45.0,1.96,18
14391,Vietnam,Brand 1590,75.0,75.0,1.11,22
14392,Netherlands,Brand 0,300.0,75.0,4.68,12
14393,China,Brand 1400,170.0,170.0,3.4,32
14394,Slovenia,Brand 1,75.0,75.0,3.47,23
14395,Indonesia,Brand 0,150.0,150.0,1.61,35
14396,Chile,Brand 1,130.0,130.0,1.68,35
14397,Turkey,Brand 1,75.0,75.0,6.84,23
14398,Denmark,Brand 1109,100.0,100.0,12.14,27
14399,UK,Brand 1876,70.0,70.0,25.27,29
14400,France,Brand 525,75.0,75.0,1.88,22
14401,Pakistan,Brand 0,150.0,150.0,0.72,19
14402,Serbia,Brand 8,75.0,75.0,4.6,33
14403,India,Brand 990,140.0,140.0,0.99,21
14404,Indonesia,Brand 1,160.0,160.0,0.7,23
14405,Brazil,Brand 0,540.0,90.0,0.52,19
14406,Poland,Brand 586,125.0,125.0,0.64,34
14407,Bulgaria,Brand 1260,75.0,75.0,2.92,45
14408,China,Brand 162,140.0,140.0,1.44,27
14409,USA,Brand 105,155.93,155.93,3.2,22
14410,Latvia,Brand 21,75.0,75.0,8.29,20
14411,China,Brand 979,160.0,160.0,2.69,23
14412,Japan,Brand 278,90.0,90.0,6.64,39
14413,Russia,Brand 1877,75.0,75.0,1.64,25
14414,Switzerland,Brand 1109,100.0,100.0,6.33,28
14415,Poland,Brand 0,75.0,75.0,3.55,33
14416,Poland,Brand 5,75.0,75.0,5.32,35
14417,Netherlands,Brand 0,75.0,75.0,8.55,23
14418,Singapore,Brand 0,300.0,150.0,2.19,35
14419,Ireland,Brand 231,100.0,100.0,1.46,26
14420,Slovenia,Brand 1419,75.0,75.0,5.88,26
14421,Ecuador,Brand 0,300.0,100.0,1.59,36
14422,France,Brand 286,50.0,25.0,2.88,19
14423,Switzerland,Brand 60,75.0,75.0,1.35,26
14424,Germany,Brand 243,50.0,50.0,2.16,16
14425,Germany,Brand 0,75.0,75.0,3.25,28
14426,Oman,Brand 276,190.0,190.0,0.62,21
14427,Lebanon,Brand 1419,75.0,75.0,9.01,19
14428,Russia,Brand 401,75.0,75.0,9.88,28
14429,Brazil,Brand 0,70.0,70.0,5.33,23
14430,India,Brand 1878,110.0,110.0,4.33,34
14431,Austria,Brand 36,100.0,100.0,11.33,29
14432,Germany,Brand 370,125.0,125.0,0.59,27
14433,Hong Kong - China,Brand 0,500.0,250.0,1.07,25
14434,Hong Kong - China,Brand 1701,50.0,50.0,12.72,26
14435,Germany,Brand 5,150.0,75.0,1.28,23
14436,Germany,Brand 0,75.0,75.0,1.44,20
14437,Hungary,Brand 1879,150.0,75.0,2.78,24
14438,Turkey,Brand 1175,60.0,60.0,8.17,19
14439,Ireland,Brand 1419,75.0,75.0,8.21,24
14440,Lebanon,Brand 1171,75.0,75.0,8.43,22
14441,Algeria,Brand 1880,50.0,50.0,1.24,26
14442,Kenya,Brand 21,50.0,50.0,2.76,21
14443,Guatemala,Brand 0,600.0,150.0,2.59,42
14444,Puerto Rico,Brand 47,119.07,119.07,4.61,18
14445,Tanzania,Brand 80,70.0,70.0,0.74,31
14446,Indonesia,Brand 1,25.0,25.0,4.72,21
14447,Costa Rica,Brand 0,88.0,88.0,4.38,25
14448,Russia,Brand 57,124.0,124.0,1.21,27
14449,Russia,Brand 0,75.0,75.0,4.6,39
14450,France,Brand 424,75.0,75.0,4.35,20
14451,Switzerland,Brand 1419,75.0,75.0,2.0,20
14452,France,Brand 0,75.0,75.0,7.79,22
14453,China,Brand 1424,120.0,120.0,8.05,24
14454,China,Brand 1713,108.0,108.0,3.74,26
14455,China,Brand 131,80.0,80.0,5.05,24
14456,China,Brand 1402,90.0,90.0,3.68,23
14457,China,Brand 1812,120.0,120.0,3.12,29
14458,USA,Brand 796,28.35,28.35,8.78,33
14459,Nigeria,Brand 1174,125.0,125.0,1.45,24
14460,USA,Brand 1419,96.39,96.39,6.84,30
14461,Chile,Brand 1573,50.0,50.0,11.52,21
14462,Costa Rica,Brand 27,75.0,75.0,14.13,4
14463,South Africa,Brand 5,75.0,75.0,2.88,29
14464,Philippines,Brand 1881,120.0,120.0,1.59,22
14465,Peru,Brand 0,75.0,75.0,4.15,43
14466,Poland,Brand 1882,75.0,75.0,7.04,18
14467,Sweden,Brand 262,75.0,75.0,5.61,14
14468,Switzerland,Brand 5,150.0,75.0,3.94,28
14469,Romania,Brand 1419,75.0,75.0,4.25,19
14470,China,Brand 975,125.0,125.0,1.84,31
14471,China,Brand 534,120.0,120.0,2.98,31
14472,Slovenia,Brand 8,75.0,75.0,3.55,31
14473,Ethiopia,Brand 21,50.0,50.0,1.9,21
14474,Norway,Brand 21,75.0,75.0,4.57,23
14475,Italy,Brand 267,100.0,100.0,2.81,56
14476,Brazil,Brand 0,90.0,90.0,1.71,38
14477,Hungary,Brand 0,75.0,75.0,3.8,30
14478,Czech Republic,Brand 132,75.0,75.0,2.33,24
14479,Japan,Brand 553,90.0,90.0,17.4,35
14480,Laos,Brand 279,50.0,50.0,2.42,24
14481,Malaysia,Brand 0,240.0,120.0,1.0,26
14482,Canada,Brand 5,90.0,90.0,5.79,33
14483,UAE,Brand 24,75.0,75.0,3.11,28
14484,Portugal,Brand 165,25.0,25.0,13.24,40
14485,Poland,Brand 1646,100.0,100.0,15.76,23
14486,China,Brand 1883,50.0,50.0,13.98,20
14487,China,Brand 1400,170.0,170.0,3.16,29
14488,China,Brand 126,30.0,30.0,34.93,14
14489,Serbia,Brand 1250,50.0,50.0,11.18,53
14490,Argentina,Brand 0,100.0,100.0,3.37,39
14491,Thailand,Brand 0,150.0,150.0,2.11,32
14492,Greece,Brand 262,75.0,75.0,6.37,20
14493,Poland,Brand 59,100.0,100.0,4.0,40
